Customer_ID,Age,Gender,Country,Visit_Date,Seating_Region,Ticket_Price,Num_Tickets,Merchandise_Spend,Drink_Spend,Repeat_Visit,Satisfaction_Score,Recommendation_Likelihood,Ticket_Revenue,Total_Revenue,Spend_Per_Ticket,Ancillary_Ratio,Sat_x_Rec,Spend_x_Tickets,Visit_Month,Visit_DayOfWeek,Visit_Quarter,Age_Group
CUST_0154,43,Male,UK,2025-02-02,Economy,60,3,136.96,26.21,0,7.9,6,180,343.17,114.39,0.4754786257539995,47.400000000000006,343.17,2,6,1,36-45
CUST_0155,59,Male,France,2025-06-26,High Economy,100,1,88.45,25.9,0,7.9,9,100,214.35,214.35,0.5334732913459296,71.10000000000001,214.35,6,3,2,56-65
CUST_0156,30,Female,Sweden,2025-02-03,High Economy,100,1,45.12,7.84,0,6.9,8,100,152.96,152.96,0.3462343096234309,55.2,152.96,2,0,1,26-35
CUST_0157,68,Female,Germany,2025-05-20,VIP,200,3,36.2,15.62,1,8.7,10,600,651.82,217.27333333333334,0.07950047559142094,87.0,651.82,5,1,2,65+
CUST_0158,49,Male,Sweden,2025-06-13,Premium,150,1,63.25,37.71,0,8.7,9,150,250.96,250.96,0.40229518648390183,78.3,250.96,6,4,2,46-55
CUST_0159,56,Female,UK,2025-06-28,High Economy,100,1,62.8,31.39,0,9.1,9,100,194.19,194.19,0.48504042432669037,81.89999999999999,194.19,6,5,2,56-65
CUST_0160,66,Male,UK,2025-07-06,Economy,60,1,54.13,4.01,0,7.3,9,60,118.14,118.14,0.49212798374809547,65.7,118.14,7,6,3,65+
CUST_0161,69,Female,Australia,2025-05-18,Premium,150,4,30.76,26.81,1,9.2,9,600,657.5699999999999,164.39249999999998,0.08754961448971213,82.8,657.5699999999999,5,6,2,65+
CUST_0162,49,Male,Sweden,2025-02-23,VIP,200,4,4.28,3.28,0,9.7,9,800,807.56,201.89,0.00936153350834613,87.3,807.56,2,6,1,46-55
CUST_0163,21,Male,Sweden,2025-05-07,High Economy,100,3,62.75,12.81,1,6.2,8,300,375.56,125.18666666666667,0.20119288529129833,49.6,375.56,5,2,2,18-25
CUST_0164,47,Female,UK,2025-01-23,VIP,200,1,24.95,22.36,1,7.6,9,200,247.31,247.31,0.1912983704662165,68.39999999999999,247.31,1,3,1,46-55
CUST_0165,54,Other,Germany,2025-08-19,Premium,150,4,133.98,22.97,1,9.8,9,600,756.95,189.2375,0.20734526719069948,88.2,756.95,8,1,3,46-55
CUST_0166,40,Female,France,2025-04-15,VIP,200,3,18.37,3.77,1,7.0,10,600,622.14,207.38,0.03558684540457132,70.0,622.14,4,1,2,36-45
CUST_0167,56,Female,Japan,2025-08-21,Premium,150,1,37.57,7.54,1,8.8,9,150,195.10999999999999,195.10999999999999,0.23120291117830968,79.2,195.10999999999999,8,3,3,56-65
CUST_0168,62,Other,France,2025-01-04,Premium,150,2,131.2,49.78,0,8.0,10,300,480.98,240.49,0.3762734417231485,80.0,480.98,1,5,1,56-65
CUST_0169,32,Male,Sweden,2025-05-19,Premium,150,1,37.38,5.31,0,8.5,10,150,192.69,192.69,0.2215475634438736,85.0,192.69,5,0,2,26-35
CUST_0170,60,Other,France,2025-03-05,High Economy,100,1,25.14,9.8,0,8.1,9,100,134.94,134.94,0.25892989476804507,72.89999999999999,134.94,3,2,1,56-65
CUST_0171,46,Female,UK,2025-04-13,Economy,60,4,103.37,0.27,0,9.1,6,240,343.64,85.91,0.3015946921196601,54.599999999999994,343.64,4,6,2,46-55
CUST_0172,53,Female,UK,2025-03-15,High Economy,100,3,124.0,56.2,1,6.5,6,300,480.2,160.06666666666666,0.3752603082049146,39.0,480.2,3,5,1,46-55
CUST_0173,30,Female,Sweden,2025-01-10,Economy,60,3,8.11,6.29,0,6.6,8,180,194.4,64.8,0.07407407407407407,52.8,194.39999999999998,1,4,1,26-35
CUST_0174,49,Female,Sweden,2025-02-11,VIP,200,4,96.11,7.82,1,10.0,8,800,903.9300000000001,225.98250000000002,0.11497571714623919,80.0,903.9300000000001,2,1,1,46-55
CUST_0175,24,Female,Japan,2025-03-15,Premium,150,1,91.28,3.27,0,10.0,10,150,244.55,244.55,0.38662850132897153,100.0,244.55,3,5,1,18-25
CUST_0176,68,Female,Japan,2025-03-14,Economy,60,2,43.85,15.01,0,8.0,4,120,178.85999999999999,89.42999999999999,0.32908419993290844,32.0,178.85999999999999,3,4,1,65+
CUST_0177,39,Female,Australia,2025-07-04,VIP,200,1,18.72,12.3,1,10.0,7,200,231.02,231.02,0.13427408882347847,70.0,231.02,7,4,3,36-45
CUST_0178,45,Male,Sweden,2025-04-26,High Economy,100,1,137.35,43.2,0,6.8,8,100,280.55,280.55,0.6435572981643201,54.4,280.55,4,5,2,36-45
CUST_0179,19,Other,Germany,2025-06-08,High Economy,100,2,4.28,40.37,0,7.2,7,200,244.65,122.325,0.1825056202738606,50.4,244.65,6,6,2,18-25
CUST_0180,59,Female,France,2025-06-23,High Economy,100,4,24.66,59.94,0,10.0,7,400,484.6,121.15,0.17457697069748243,70.0,484.6,6,0,2,56-65
CUST_0181,62,Male,Sweden,2025-07-24,VIP,200,3,84.16,25.18,0,9.2,7,600,709.3399999999999,236.44666666666663,0.15414328812699132,64.39999999999999,709.3399999999999,7,3,3,56-65
CUST_0182,23,Female,USA,2025-07-06,Premium,150,4,8.06,6.03,0,10.0,7,600,614.0899999999999,153.52249999999998,0.022944519532967483,70.0,614.0899999999999,7,6,3,18-25
CUST_0183,45,Female,Australia,2025-01-08,High Economy,100,4,39.46,16.25,0,8.7,7,400,455.71,113.9275,0.12224879857804306,60.89999999999999,455.71,1,2,1,36-45
CUST_0184,45,Female,USA,2025-03-24,VIP,200,1,44.18,7.67,0,6.5,10,200,251.85,251.85,0.2058765137978956,65.0,251.85,3,0,1,36-45
CUST_0185,61,Female,UK,2025-03-15,High Economy,100,3,119.72,4.22,1,8.3,9,300,423.94000000000005,141.31333333333336,0.29235269141859693,74.7,423.94000000000005,3,5,1,56-65
CUST_0186,61,Male,Japan,2025-06-28,Economy,60,3,84.45,52.28,1,9.8,9,180,316.73,105.57666666666667,0.4316926088466518,88.2,316.73,6,5,2,56-65
CUST_0187,37,Female,France,2025-04-05,Economy,60,4,88.75,29.22,0,7.8,8,240,357.97,89.4925,0.3295527558175266,62.4,357.97,4,5,2,36-45
CUST_0188,47,Other,Sweden,2025-08-09,Premium,150,2,8.83,26.3,0,7.6,10,300,335.13,167.565,0.10482499328618745,76.0,335.13,8,5,3,46-55
CUST_0189,28,Male,USA,2025-01-10,Economy,60,4,40.61,3.27,1,8.7,9,240,283.88,70.97,0.1545723545159927,78.3,283.88,1,4,1,26-35
CUST_0190,45,Female,France,2025-02-09,High Economy,100,2,69.32,20.71,0,7.2,9,200,290.03,145.015,0.3104161638451195,64.8,290.03,2,6,1,36-45
CUST_0191,42,Male,UK,2025-03-15,Premium,150,3,106.57,12.43,0,8.4,7,450,568.9999999999999,189.66666666666663,0.20913884007029881,58.800000000000004,568.9999999999999,3,5,1,36-45
CUST_0192,56,Female,Japan,2025-08-09,VIP,200,4,13.69,18.68,0,8.1,7,800,832.37,208.0925,0.038888955632711414,56.699999999999996,832.37,8,5,3,56-65
CUST_0193,50,Female,Germany,2025-03-06,Economy,60,1,38.52,2.0,1,7.3,10,60,100.52000000000001,100.52000000000001,0.40310385992837244,73.0,100.52000000000001,3,3,1,46-55
CUST_0194,18,Female,Australia,2025-03-21,Premium,150,4,165.31,24.92,0,9.5,7,600,790.2299999999999,197.55749999999998,0.24072738316692613,66.5,790.2299999999999,3,4,1,18-25
CUST_0195,44,Male,France,2025-07-09,Premium,150,3,26.9,1.45,0,9.0,6,450,478.34999999999997,159.45,0.059266227657572904,54.0,478.34999999999997,7,2,3,36-45
CUST_0196,69,Female,France,2025-07-25,VIP,200,1,76.61,14.8,0,7.5,7,200,291.41,291.41,0.31368175422943617,52.5,291.41,7,4,3,65+
CUST_0197,30,Male,Germany,2025-07-11,Economy,60,1,93.29,21.19,0,8.0,10,60,174.48000000000002,174.48000000000002,0.656121045392022,80.0,174.48000000000002,7,4,3,26-35
CUST_0198,58,Male,France,2025-06-05,Economy,60,2,77.15,29.11,0,7.6,7,120,226.26,113.13,0.4696367011402811,53.199999999999996,226.26,6,3,2,56-65
CUST_0199,20,Male,UK,2025-07-19,Economy,60,1,102.18,22.56,0,7.0,9,60,184.74,184.74,0.6752192270217603,63.0,184.74,7,5,3,18-25
CUST_0200,56,Male,UK,2025-01-24,Premium,150,1,8.14,26.11,1,5.5,7,150,184.25,184.25,0.18588873812754408,38.5,184.25,1,4,1,56-65
CUST_0201,23,Female,Germany,2025-08-07,Premium,150,4,79.03,22.06,1,7.3,9,600,701.0899999999999,175.27249999999998,0.14418976165684863,65.7,701.0899999999999,8,3,3,18-25
CUST_0202,25,Female,Australia,2025-06-20,High Economy,100,3,42.97,7.89,0,7.1,9,300,350.86,116.95333333333333,0.1449581029470444,63.9,350.86,6,4,2,18-25
CUST_0203,44,Female,Sweden,2025-03-22,High Economy,100,2,48.59,3.2,0,8.2,6,200,251.79,125.895,0.20568727908177453,49.199999999999996,251.79,3,5,1,36-45
CUST_0204,26,Male,USA,2025-01-24,Premium,150,4,59.87,37.33,0,8.7,8,600,697.2,174.3,0.13941480206540444,69.6,697.2,1,4,1,26-35
CUST_0205,54,Female,Sweden,2025-07-09,High Economy,100,1,71.19,46.14,1,6.8,6,100,217.32999999999998,217.32999999999998,0.5398702434086413,40.8,217.32999999999998,7,2,3,46-55
CUST_0206,50,Female,France,2025-06-04,Economy,60,1,42.49,14.26,1,8.6,7,60,116.75000000000001,116.75000000000001,0.48608137044967875,60.199999999999996,116.75000000000001,6,2,2,46-55
CUST_0207,68,Male,USA,2025-07-22,Economy,60,2,50.19,9.42,0,6.6,8,120,179.60999999999999,89.80499999999999,0.3318857524636713,52.8,179.60999999999999,7,1,3,65+
CUST_0208,59,Other,Germany,2025-06-12,Economy,60,3,9.42,1.95,0,7.8,10,180,191.36999999999998,63.78999999999999,0.05941370120708575,78.0,191.36999999999998,6,3,2,56-65
CUST_0209,61,Other,Germany,2025-05-31,Economy,60,2,11.87,10.99,1,7.1,9,120,142.86,71.43,0.1600167996640067,63.9,142.86,5,5,2,56-65
CUST_0210,41,Male,Australia,2025-03-25,Premium,150,4,92.66,8.56,0,9.1,7,600,701.2199999999999,175.30499999999998,0.14434842132283734,63.699999999999996,701.2199999999999,3,1,1,36-45
CUST_0211,32,Male,USA,2025-05-24,High Economy,100,2,110.37,5.02,0,8.2,8,200,315.39,157.695,0.3658644852404959,65.6,315.39,5,5,2,26-35
CUST_0212,49,Other,UK,2025-05-04,Economy,60,1,102.98,39.22,0,7.8,9,60,202.20000000000002,202.20000000000002,0.7032640949554895,70.2,202.20000000000002,5,6,2,46-55
CUST_0213,49,Female,USA,2025-05-17,Premium,150,4,58.11,26.61,0,7.1,7,600,684.72,171.18,0.12372940764107956,49.699999999999996,684.72,5,5,2,46-55
CUST_0214,41,Male,France,2025-04-30,Economy,60,1,134.77,27.0,0,7.5,10,60,221.77,221.77,0.7294494295892141,75.0,221.77,4,2,2,36-45
CUST_0215,58,Female,UK,2025-03-08,High Economy,100,3,122.71,15.01,1,10.0,7,300,437.71999999999997,145.90666666666667,0.3146303573060404,70.0,437.72,3,5,1,56-65
CUST_0216,69,Female,Japan,2025-06-10,High Economy,100,1,108.48,7.02,0,7.2,7,100,215.50000000000003,215.50000000000003,0.5359628770301623,50.4,215.50000000000003,6,1,2,65+
CUST_0217,66,Female,Japan,2025-06-14,High Economy,100,1,49.29,18.74,0,8.7,7,100,168.03,168.03,0.4048681783014938,60.89999999999999,168.03,6,5,2,65+
CUST_0218,66,Female,Japan,2025-03-09,Economy,60,2,79.87,17.51,0,7.8,6,120,217.38,108.69,0.44797129450731443,46.8,217.38,3,6,1,65+
CUST_0219,69,Female,Germany,2025-07-17,Economy,60,1,50.23,3.08,0,8.7,5,60,113.30999999999999,113.30999999999999,0.47047921630924017,43.5,113.30999999999999,7,3,3,65+
CUST_0220,29,Male,USA,2025-05-27,VIP,200,4,58.24,27.06,0,9.3,8,800,885.3,221.325,0.09635151925900824,74.4,885.3,5,1,2,26-35
CUST_0221,56,Male,Japan,2025-08-04,Economy,60,4,79.76,16.42,0,7.5,8,240,336.18,84.045,0.2860967338925576,60.0,336.18,8,0,3,56-65
CUST_0222,19,Female,Sweden,2025-04-17,Premium,150,3,141.74,17.54,1,9.1,8,450,609.28,203.09333333333333,0.2614233193277311,72.8,609.28,4,3,2,18-25
CUST_0223,20,Other,Australia,2025-04-20,Premium,150,4,65.05,9.77,0,10.0,8,600,674.8199999999999,168.70499999999998,0.11087401084733707,80.0,674.8199999999999,4,6,2,18-25
CUST_0224,66,Male,Sweden,2025-03-25,High Economy,100,2,14.31,12.9,0,8.9,10,200,227.21,113.605,0.11975705294661326,89.0,227.21,3,1,1,65+
CUST_0225,54,Female,Japan,2025-04-06,High Economy,100,3,196.25,27.22,0,10.0,8,300,523.47,174.49,0.4269012550862513,80.0,523.47,4,6,2,46-55
CUST_0226,66,Female,Australia,2025-02-16,High Economy,100,4,43.38,48.09,0,8.7,6,400,491.47,122.8675,0.18611512401570796,52.199999999999996,491.47,2,6,1,65+
CUST_0227,34,Female,France,2025-08-05,Economy,60,2,15.21,49.39,1,6.6,6,120,184.60000000000002,92.30000000000001,0.34994582881906816,39.599999999999994,184.60000000000002,8,1,3,26-35
CUST_0228,66,Female,Sweden,2025-06-10,Economy,60,4,60.02,12.17,0,8.4,8,240,312.19,78.0475,0.23123738748838849,67.2,312.19,6,1,2,65+
CUST_0229,19,Female,USA,2025-09-02,High Economy,100,4,83.27,15.63,1,7.5,7,400,498.9,124.725,0.1982361194628182,52.5,498.9,9,1,3,18-25
CUST_0230,19,Female,USA,2025-04-08,VIP,200,1,111.31,35.09,0,7.1,6,200,346.4,346.4,0.42263279445727486,42.599999999999994,346.4,4,1,2,18-25
CUST_0231,45,Female,Sweden,2025-07-23,Economy,60,4,62.53,8.32,1,7.9,8,240,310.84999999999997,77.71249999999999,0.22792343574071097,63.2,310.84999999999997,7,2,3,36-45
CUST_0232,40,Male,Japan,2025-05-29,Economy,60,4,35.45,5.09,0,7.8,8,240,280.53999999999996,70.13499999999999,0.1445070221715264,62.4,280.53999999999996,5,3,2,36-45
CUST_0233,54,Female,USA,2025-07-30,Economy,60,2,60.28,19.08,0,6.4,10,120,199.36,99.68,0.39807383627608345,64.0,199.36,7,2,3,46-55
CUST_0234,49,Male,France,2025-06-15,VIP,200,2,58.44,22.94,0,10.0,7,400,481.38,240.69,0.16905563172545598,70.0,481.38,6,6,2,46-55
CUST_0235,50,Male,UK,2025-04-09,VIP,200,1,84.4,17.07,0,9.2,7,200,301.46999999999997,301.46999999999997,0.33658407138355395,64.39999999999999,301.46999999999997,4,2,2,46-55
CUST_0236,18,Female,Japan,2025-08-26,Premium,150,4,51.63,11.7,1,8.4,10,600,663.33,165.8325,0.09547284157206819,84.0,663.33,8,1,3,18-25
CUST_0237,36,Male,France,2025-07-13,VIP,200,1,229.39,22.68,1,8.1,9,200,452.07,452.07,0.5575906386179131,72.89999999999999,452.07,7,6,3,36-45
CUST_0238,19,Male,Australia,2025-04-16,Premium,150,4,113.22,12.79,0,9.8,7,600,726.01,181.5025,0.1735651024090577,68.60000000000001,726.01,4,2,2,18-25
CUST_0239,61,Female,France,2025-03-08,Economy,60,3,32.93,15.7,0,10.0,7,180,228.63,76.21,0.21270174517779816,70.0,228.63,3,5,1,56-65
CUST_0240,43,Male,Japan,2025-03-15,High Economy,100,3,30.09,14.83,0,9.0,6,300,344.91999999999996,114.97333333333331,0.130233097529862,54.0,344.91999999999996,3,5,1,36-45
CUST_0241,49,Male,Australia,2025-02-13,VIP,200,1,29.18,20.33,1,8.2,8,200,249.51,249.51,0.1984289206845417,65.6,249.51,2,3,1,46-55
CUST_0242,23,Female,Japan,2025-02-18,Premium,150,1,76.11,9.64,0,10.0,10,150,235.75,235.75,0.3637327677624602,100.0,235.75,2,1,1,18-25
CUST_0243,49,Female,USA,2025-03-30,VIP,200,1,56.34,19.06,0,8.2,10,200,275.40000000000003,275.40000000000003,0.2737835875090777,82.0,275.40000000000003,3,6,1,46-55
CUST_0244,21,Male,UK,2025-04-25,VIP,200,2,24.49,1.6,0,8.7,6,400,426.09000000000003,213.04500000000002,0.061231195287380594,52.199999999999996,426.09000000000003,4,4,2,18-25
CUST_0245,28,Female,Japan,2025-01-13,Premium,150,2,6.26,7.54,1,9.5,9,300,313.8,156.9,0.04397705544933078,85.5,313.8,1,0,1,26-35
CUST_0246,34,Female,Japan,2025-06-07,Premium,150,2,38.44,25.54,0,7.4,8,300,363.98,181.99,0.17577888894994229,59.2,363.98,6,5,2,26-35
CUST_0247,55,Female,USA,2025-08-15,Economy,60,1,79.97,13.12,1,4.9,8,60,153.09,153.09,0.6080736821477563,39.2,153.09,8,4,3,46-55
CUST_0248,41,Female,Germany,2025-02-06,Economy,60,4,16.55,12.69,1,7.3,7,240,269.24,67.31,0.10860199078888724,51.1,269.24,2,3,1,36-45
CUST_0249,22,Other,USA,2025-01-07,Premium,150,3,39.21,32.63,0,9.2,5,450,521.84,173.9466666666667,0.1376667177678982,46.0,521.84,1,1,1,18-25
CUST_0250,69,Female,Australia,2025-05-31,High Economy,100,1,114.5,39.79,0,9.1,9,100,254.29,254.29,0.606748200873019,81.89999999999999,254.29,5,5,2,65+
CUST_0251,51,Female,USA,2025-08-09,Economy,60,2,2.05,28.88,1,10.0,6,120,150.93,75.465,0.204929437487577,60.0,150.93,8,5,3,46-55
CUST_0252,23,Female,USA,2025-07-01,Premium,150,2,35.7,15.52,0,7.4,7,300,351.21999999999997,175.60999999999999,0.14583451967427824,51.800000000000004,351.21999999999997,7,1,3,18-25
CUST_0253,39,Male,UK,2025-09-07,Premium,150,1,33.5,12.1,1,10.0,9,150,195.6,195.6,0.23312883435582823,90.0,195.6,9,6,3,36-45
CUST_0254,28,Male,USA,2025-03-12,Economy,60,1,12.78,9.97,0,8.3,5,60,82.75,82.75,0.27492447129909364,41.5,82.75,3,2,1,26-35
CUST_0255,65,Female,Japan,2025-03-13,VIP,200,2,14.66,20.22,0,8.9,6,400,434.88,217.44,0.08020603384841794,53.400000000000006,434.88,3,3,1,56-65
CUST_0256,33,Female,UK,2025-02-19,High Economy,100,4,90.74,7.01,1,9.4,10,400,497.75,124.4375,0.19638372677046712,94.0,497.75,2,2,1,26-35
CUST_0257,50,Female,Sweden,2025-07-18,High Economy,100,2,133.54,30.81,0,5.9,8,200,364.34999999999997,182.17499999999998,0.4510772608755318,47.2,364.34999999999997,7,4,3,46-55
CUST_0258,26,Male,Germany,2025-08-29,Premium,150,2,27.35,23.93,0,6.5,7,300,351.28000000000003,175.64000000000001,0.14598041448417215,45.5,351.28000000000003,8,4,3,26-35
CUST_0259,23,Female,UK,2025-03-06,Premium,150,1,100.08,12.68,1,6.4,8,150,262.76,262.76,0.42913685492464604,51.2,262.76,3,3,1,18-25
CUST_0260,33,Male,Australia,2025-06-13,Economy,60,4,54.65,12.54,0,9.6,9,240,307.19,76.7975,0.2187245678570266,86.39999999999999,307.19,6,4,2,26-35
CUST_0261,46,Female,Sweden,2025-07-11,VIP,200,2,46.19,12.47,0,7.5,10,400,458.66,229.33,0.12789430078925565,75.0,458.66,7,4,3,46-55
CUST_0262,20,Female,UK,2025-02-17,Premium,150,2,136.94,13.7,0,10.0,6,300,450.64,225.32,0.334280134919226,60.0,450.64,2,0,1,18-25
CUST_0263,37,Female,UK,2025-02-10,Economy,60,3,26.24,17.7,1,8.0,7,180,223.94,74.64666666666666,0.19621327141198536,56.0,223.94,2,0,1,36-45
CUST_0264,53,Female,Germany,2025-03-01,High Economy,100,1,31.87,18.92,1,5.8,9,100,150.79000000000002,150.79000000000002,0.3368260494727767,52.199999999999996,150.79000000000002,3,5,1,46-55
CUST_0265,36,Female,Japan,2025-02-16,VIP,200,3,18.77,45.06,0,7.0,9,600,663.8299999999999,221.27666666666664,0.0961541358480334,63.0,663.8299999999999,2,6,1,36-45
CUST_0266,43,Male,Australia,2025-01-31,Economy,60,3,76.46,17.68,1,8.2,6,180,274.14,91.38,0.3434011818778726,49.199999999999996,274.14,1,4,1,36-45
CUST_0267,20,Female,France,2025-01-04,Premium,150,2,134.76,11.53,1,8.8,7,300,446.28999999999996,223.14499999999998,0.3277913464339331,61.60000000000001,446.28999999999996,1,5,1,18-25
CUST_0268,36,Male,France,2025-03-14,Economy,60,1,65.18,40.87,0,6.5,8,60,166.05,166.05,0.6386630532971996,52.0,166.05,3,4,1,36-45
CUST_0269,37,Female,UK,2025-03-20,Economy,60,4,173.2,15.66,0,8.9,8,240,428.86,107.215,0.44037681294594966,71.2,428.86,3,3,1,36-45
CUST_0270,49,Female,USA,2025-07-17,High Economy,100,2,105.26,0.93,0,9.3,8,200,306.19,153.095,0.346810803749306,74.4,306.19,7,3,3,46-55
CUST_0271,24,Female,Australia,2025-05-14,High Economy,100,4,118.49,47.2,0,7.0,6,400,565.69,141.4225,0.29289893758065366,42.0,565.69,5,2,2,18-25
CUST_0272,69,Female,Sweden,2025-07-14,Economy,60,4,65.9,7.56,1,10.0,8,240,313.46,78.365,0.23435207043960957,80.0,313.46,7,0,3,65+
CUST_0273,58,Female,USA,2025-07-04,VIP,200,1,27.27,22.29,1,7.2,7,200,249.56,249.56,0.19858951755088958,50.4,249.56,7,4,3,56-65
CUST_0274,50,Other,USA,2025-07-06,Economy,60,3,51.68,14.55,0,6.5,6,180,246.23000000000002,82.07666666666667,0.26897616050034523,39.0,246.23000000000002,7,6,3,46-55
CUST_0275,57,Male,Australia,2025-03-20,Premium,150,1,122.25,16.29,0,5.7,8,150,288.54,288.54,0.4801414015387814,45.6,288.54,3,3,1,56-65
CUST_0276,56,Male,Japan,2025-06-09,Premium,150,4,40.47,8.59,0,9.8,8,600,649.0600000000001,162.26500000000001,0.07558623239762118,78.4,649.0600000000001,6,0,2,56-65
CUST_0277,35,Male,UK,2025-09-04,Premium,150,2,99.75,6.86,0,8.0,9,300,406.61,203.305,0.262192272693736,72.0,406.61,9,3,3,26-35
CUST_0278,57,Male,UK,2025-09-03,Economy,60,4,23.12,31.87,0,7.3,7,240,294.99,73.7475,0.18641309874911013,51.1,294.99,9,2,3,56-65
CUST_0279,18,Female,UK,2025-07-06,Economy,60,2,97.28,16.72,0,5.8,8,120,234.0,117.0,0.48717948717948717,46.4,234.0,7,6,3,18-25
CUST_0280,28,Other,UK,2025-05-01,Premium,150,2,59.56,13.73,0,7.4,6,300,373.29,186.645,0.19633528891746363,44.400000000000006,373.29,5,3,2,26-35
CUST_0281,45,Male,France,2025-06-25,VIP,200,1,41.96,13.93,0,10.0,8,200,255.89000000000001,255.89000000000001,0.21841416233537847,80.0,255.89000000000001,6,2,2,36-45
CUST_0282,42,Male,UK,2025-01-12,Economy,60,4,58.73,33.63,1,4.8,9,240,332.36,83.09,0.2778914430135997,43.199999999999996,332.36,1,6,1,36-45
CUST_0283,67,Male,France,2025-08-18,High Economy,100,3,89.45,7.64,0,7.1,9,300,397.09,132.36333333333332,0.24450376488957165,63.9,397.0899999999999,8,0,3,65+
CUST_0284,40,Female,France,2025-09-02,VIP,200,4,115.47,41.11,0,10.0,9,800,956.58,239.145,0.16368730268247295,90.0,956.58,9,1,3,36-45
CUST_0285,48,Female,Japan,2025-06-07,High Economy,100,4,31.24,19.72,0,9.9,9,400,450.96000000000004,112.74000000000001,0.11300337058719175,89.10000000000001,450.96000000000004,6,5,2,46-55
CUST_0286,47,Male,UK,2025-08-19,High Economy,100,3,39.1,12.33,0,7.1,7,300,351.43,117.14333333333333,0.14634493355718065,49.699999999999996,351.43,8,1,3,46-55
CUST_0287,59,Other,Germany,2025-07-25,Economy,60,1,84.43,10.46,0,8.3,9,60,154.89000000000001,154.89000000000001,0.6126283168700368,74.7,154.89000000000001,7,4,3,56-65
CUST_0288,52,Female,Sweden,2025-03-26,Premium,150,4,220.62,9.52,0,8.7,10,600,830.14,207.535,0.2772303466885104,87.0,830.14,3,2,1,46-55
CUST_0289,24,Male,USA,2025-02-16,High Economy,100,4,199.24,9.17,1,8.2,7,400,608.41,152.1025,0.3425486103121251,57.39999999999999,608.41,2,6,1,18-25
CUST_0290,33,Female,France,2025-02-22,High Economy,100,2,122.58,27.59,0,10.0,10,200,350.16999999999996,175.08499999999998,0.4288488448467887,100.0,350.16999999999996,2,5,1,26-35
CUST_0291,43,Female,Australia,2025-04-13,Economy,60,4,145.9,6.13,1,8.5,9,240,392.03,98.0075,0.38780195393209704,76.5,392.03,4,6,2,36-45
CUST_0292,65,Male,Australia,2025-06-09,High Economy,100,3,25.78,14.58,1,9.7,8,300,340.35999999999996,113.45333333333332,0.11858032671289225,77.6,340.35999999999996,6,0,2,56-65
CUST_0293,69,Male,Sweden,2025-05-11,High Economy,100,2,23.16,18.83,1,8.3,8,200,241.99,120.995,0.17351956692425305,66.4,241.99,5,6,2,65+
CUST_0294,66,Male,Australia,2025-06-15,Premium,150,1,20.41,7.37,0,5.0,8,150,177.78,177.78,0.15626054674316572,40.0,177.78,6,6,2,65+
CUST_0295,19,Male,Germany,2025-08-01,Economy,60,2,25.38,4.83,1,6.2,9,120,150.21,75.105,0.20111843419213102,55.800000000000004,150.21,8,4,3,18-25
CUST_0296,18,Female,Australia,2025-04-17,High Economy,100,3,82.37,1.99,0,6.5,9,300,384.36,128.12,0.2194817358726194,58.5,384.36,4,3,2,18-25
CUST_0297,65,Other,USA,2025-01-09,VIP,200,3,57.37,18.41,0,7.6,7,600,675.78,225.26,0.11213708603391637,53.199999999999996,675.78,1,3,1,56-65
CUST_0298,29,Male,USA,2025-07-30,High Economy,100,2,91.51,2.91,1,10.0,5,200,294.42,147.21,0.32069832212485566,50.0,294.42,7,2,3,26-35
CUST_0299,22,Male,France,2025-02-02,Premium,150,1,134.91,51.62,0,8.5,9,150,336.53,336.53,0.5542745074733308,76.5,336.53,2,6,1,18-25
CUST_0300,54,Male,UK,2025-09-03,VIP,200,2,65.27,22.19,0,7.8,5,400,487.46,243.73,0.17941984983383252,39.0,487.46,9,2,3,46-55
CUST_0301,49,Male,Japan,2025-08-11,Economy,60,1,56.82,11.5,0,9.9,6,60,128.32,128.32,0.5324189526184538,59.400000000000006,128.32,8,0,3,46-55
CUST_0302,26,Female,Germany,2025-08-18,High Economy,100,2,176.46,11.51,0,5.8,7,200,387.97,193.985,0.48449622393484026,40.6,387.97,8,0,3,26-35
CUST_0303,58,Male,France,2025-07-01,Economy,60,3,39.85,18.73,0,7.3,6,180,238.57999999999998,79.52666666666666,0.24553608852376563,43.8,238.57999999999998,7,1,3,56-65
CUST_0304,52,Male,Germany,2025-02-12,Premium,150,4,16.11,11.94,0,7.0,9,600,628.0500000000001,157.01250000000002,0.044662049199904456,63.0,628.0500000000001,2,2,1,46-55
CUST_0305,36,Male,UK,2025-02-17,Economy,60,4,79.82,2.43,1,8.6,8,240,322.25,80.5625,0.2552366175329713,68.8,322.25,2,0,1,36-45
CUST_0306,65,Female,Australia,2025-01-17,VIP,200,1,35.04,3.86,1,9.3,9,200,238.9,238.9,0.16282963583089158,83.7,238.9,1,4,1,56-65
CUST_0307,33,Male,Australia,2025-04-03,Premium,150,1,63.19,31.45,1,8.7,6,150,244.64,244.64,0.3868541530412034,52.199999999999996,244.64,4,3,2,26-35
CUST_0308,20,Female,Japan,2025-01-31,Economy,60,1,25.53,10.7,0,8.7,7,60,96.23,96.23,0.3764938168970176,60.89999999999999,96.23,1,4,1,18-25
CUST_0309,37,Male,UK,2025-02-28,Economy,60,3,81.95,15.77,0,7.5,8,180,277.71999999999997,92.57333333333332,0.35186518795909555,60.0,277.71999999999997,2,4,1,36-45
