Age,Ticket_Price,Num_Tickets,Merchandise_Spend,Drink_Spend,Repeat_Visit,Satisfaction_Score,Recommendation_Likelihood,Ticket_Revenue,Total_Revenue,Spend_Per_Ticket,Ancillary_Ratio,Sat_x_Rec,Spend_x_Tickets,Visit_Month,Visit_DayOfWeek,Visit_Quarter,Gender_Male,Gender_Other,Country_France,Country_Germany,Country_Japan,Country_Sweden,Country_UK,Country_USA,Seating_Region_High Economy,Seating_Region_Premium,Seating_Region_VIP,Age_Group_26-35,Age_Group_36-45,Age_Group_46-55,Age_Group_56-65,Age_Group_65+
28,60,1,12.78,9.97,0,8.3,5,60,82.75,82.75,0.27492447129909364,41.5,82.75,3,2,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
19,100,3,57.6,54.71,0,8.3,7,300,412.31,137.43666666666667,0.2723921321335888,58.10000000000001,412.31,1,2,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
33,100,4,6.17,14.66,0,9.2,6,400,420.83000000000004,105.20750000000001,0.04949742176175652,55.199999999999996,420.83000000000004,6,2,2,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
62,60,2,175.42,45.65,0,9.4,7,120,341.06999999999994,170.53499999999997,0.6481660656170288,65.8,341.06999999999994,2,3,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
49,150,2,114.98,11.08,1,9.5,8,300,426.06,213.03,0.29587382058864947,76.0,426.06,1,1,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
38,150,2,108.34,12.49,0,8.1,7,300,420.83000000000004,210.41500000000002,0.28712306632131734,56.699999999999996,420.83000000000004,1,4,1,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
24,200,1,12.34,25.09,0,8.9,7,200,237.43,237.43,0.15764646422103357,62.300000000000004,237.43,7,2,3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
58,150,2,86.69,2.43,1,9.4,6,300,389.12,194.56,0.2290296052631579,56.400000000000006,389.12,8,2,3,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
50,150,3,27.38,24.81,1,9.7,6,450,502.19,167.39666666666668,0.10392480933511221,58.199999999999996,502.19000000000005,5,1,2,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
50,100,4,42.26,25.41,1,6.3,9,400,467.67,116.9175,0.1446960463574743,56.699999999999996,467.67,1,3,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
66,60,2,79.87,17.51,0,7.8,6,120,217.38,108.69,0.44797129450731443,46.8,217.38,3,6,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
43,60,3,76.46,17.68,1,8.2,6,180,274.14,91.38,0.3434011818778726,49.199999999999996,274.14,1,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38,150,3,13.9,24.69,1,8.8,6,450,488.59,162.86333333333332,0.07898237786282979,52.800000000000004,488.5899999999999,3,0,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
39,100,3,47.84,27.8,1,7.5,8,300,375.64000000000004,125.21333333333335,0.20136300713449046,60.0,375.64000000000004,3,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
69,150,3,53.0,29.93,1,8.9,6,450,532.93,177.64333333333332,0.15561143114480327,53.400000000000006,532.93,1,1,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
39,60,4,95.8,31.32,0,7.2,10,240,367.12,91.78,0.3462628023534539,72.0,367.12,7,0,3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
69,60,4,86.94,9.54,0,5.6,8,240,336.48,84.12,0.28673323823109836,44.8,336.48,7,5,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
47,150,2,8.83,26.3,0,7.6,10,300,335.13,167.565,0.10482499328618745,76.0,335.13,8,5,3,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
42,60,4,149.2,6.92,0,7.6,10,240,396.12,99.03,0.3941229930324144,76.0,396.12,4,6,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
47,150,1,41.23,17.07,1,6.2,8,150,208.29999999999998,208.29999999999998,0.2798847815650504,49.6,208.29999999999998,8,2,3,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
51,100,3,63.91,27.11,0,8.7,7,300,391.02,130.34,0.2327758170937548,60.89999999999999,391.02,6,6,2,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
42,150,3,106.57,12.43,0,8.4,7,450,568.9999999999999,189.66666666666663,0.20913884007029881,58.800000000000004,568.9999999999999,3,5,1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
40,100,4,48.66,9.53,0,6.4,7,400,458.18999999999994,114.54749999999999,0.1269997162749078,44.800000000000004,458.18999999999994,6,0,2,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
39,60,1,41.97,40.01,0,8.7,7,60,141.98,141.98,0.5774052683476546,60.89999999999999,141.98,2,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
57,60,1,194.52,44.74,0,9.0,10,60,299.26,299.26,0.7995054467686962,90.0,299.26,5,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
49,150,4,58.11,26.61,0,7.1,7,600,684.72,171.18,0.12372940764107956,49.699999999999996,684.72,5,5,2,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
66,100,1,49.29,18.74,0,8.7,7,100,168.03,168.03,0.4048681783014938,60.89999999999999,168.03,6,5,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
50,100,3,6.0,10.12,0,7.2,10,300,316.12,105.37333333333333,0.05099329368594204,72.0,316.12,2,2,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
43,60,3,136.96,26.21,0,7.9,6,180,343.17,114.39,0.4754786257539995,47.400000000000006,343.17,2,6,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
39,200,1,18.72,12.3,1,10.0,7,200,231.02,231.02,0.13427408882347847,70.0,231.02,7,4,3,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
54,200,2,65.27,22.19,0,7.8,5,400,487.46,243.73,0.17941984983383252,39.0,487.46,9,2,3,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
66,60,3,44.2,5.76,1,7.1,9,180,229.95999999999998,76.65333333333332,0.217255174813011,63.9,229.95999999999998,4,2,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
65,200,1,35.04,3.86,1,9.3,9,200,238.9,238.9,0.16282963583089158,83.7,238.9,1,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
33,60,3,68.43,33.73,0,10.0,8,180,282.16,94.05333333333334,0.36206407711936484,80.0,282.16,7,0,3,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
59,100,1,88.45,25.9,0,7.9,9,100,214.35,214.35,0.5334732913459296,71.10000000000001,214.35,6,3,2,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
68,150,2,97.05,13.68,1,9.4,8,300,410.73,205.365,0.26959316339200934,75.2,410.73,7,0,3,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
20,60,1,31.92,2.38,0,10.0,9,60,94.3,94.3,0.3637327677624603,90.0,94.3,5,5,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
48,150,2,44.38,1.9,0,8.1,6,300,346.28,173.14,0.1336490701166686,48.599999999999994,346.28,3,6,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
58,60,3,73.18,56.28,0,7.9,8,180,309.46000000000004,103.15333333333335,0.4183416273508692,63.2,309.46000000000004,5,3,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
23,60,3,24.11,9.01,0,6.9,10,180,213.12,71.04,0.1554054054054054,69.0,213.12,1,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
53,60,3,171.71,24.03,0,8.3,7,180,375.74,125.24666666666667,0.5209453345398414,58.10000000000001,375.74,5,5,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
46,60,1,25.81,10.61,0,5.8,7,60,96.42,96.42,0.3777224642190417,40.6,96.42,3,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
28,150,4,51.53,27.41,0,9.8,10,600,678.9399999999999,169.73499999999999,0.1162694788935694,98.0,678.9399999999999,3,3,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
44,100,4,41.84,31.04,0,8.1,7,400,472.88000000000005,118.22000000000001,0.15411943833530703,56.699999999999996,472.88000000000005,2,0,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
26,150,4,59.87,37.33,0,8.7,8,600,697.2,174.3,0.13941480206540444,69.6,697.2,1,4,1,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
33,200,2,13.19,17.96,0,9.7,9,400,431.15,215.575,0.07224863736518614,87.3,431.15,6,0,2,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
34,150,1,22.86,7.42,1,10.0,9,150,180.28,180.28,0.16796094963390282,90.0,180.28,8,5,3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
50,100,2,29.53,55.24,0,7.9,8,200,284.77,142.385,0.29767882852828603,63.2,284.77,7,2,3,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
64,200,4,64.71,17.42,0,6.4,9,800,882.13,220.5325,0.09310419099225738,57.6,882.13,1,3,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
25,200,1,20.66,28.59,0,7.0,6,200,249.25,249.25,0.19759277833500502,42.0,249.25,8,6,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
69,60,1,50.23,3.08,0,8.7,5,60,113.30999999999999,113.30999999999999,0.47047921630924017,43.5,113.30999999999999,7,3,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
30,60,3,8.11,6.29,0,6.6,8,180,194.4,64.8,0.07407407407407407,52.8,194.39999999999998,1,4,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
22,200,3,43.22,22.62,0,7.7,7,600,665.84,221.9466666666667,0.09888261444190796,53.9,665.84,5,6,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
46,200,1,81.08,19.99,0,7.6,7,200,301.07,301.07,0.33570266051084463,53.199999999999996,301.07,6,1,2,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
48,60,3,24.43,5.08,0,8.1,10,180,209.51000000000002,69.83666666666667,0.14085246527612044,81.0,209.51000000000002,5,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29,100,2,91.51,2.91,1,10.0,5,200,294.42,147.21,0.32069832212485566,50.0,294.42,7,2,3,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
63,60,2,86.47,73.01,0,7.8,7,120,279.48,139.74,0.5706311721769,54.6,279.48,1,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
42,100,3,11.61,13.95,1,6.0,8,300,325.56,108.52,0.07851087357169186,48.0,325.56,5,3,2,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
41,100,2,55.26,29.42,1,8.5,8,200,284.68,142.34,0.29745679359280597,68.0,284.68,5,6,2,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
26,100,4,9.39,3.32,0,9.4,7,400,412.71,103.1775,0.0307964430229459,65.8,412.71,3,6,1,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
18,60,2,18.78,17.17,0,8.2,9,120,155.95,77.975,0.2305226033985252,73.8,155.95,5,6,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,200,4,146.13,27.52,0,8.2,7,800,973.65,243.4125,0.17834950957736354,57.39999999999999,973.65,4,2,2,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
49,60,1,101.56,14.44,0,9.7,10,60,176.0,176.0,0.6590909090909091,97.0,176.0,1,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
42,150,1,106.89,42.03,0,7.9,10,150,298.91999999999996,298.91999999999996,0.4981934965877159,79.0,298.91999999999996,4,6,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
21,200,2,20.99,11.33,0,6.6,8,400,432.32,216.16,0.07475943745373798,52.8,432.32,7,4,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
19,100,1,45.45,24.23,0,8.5,8,100,169.67999999999998,169.67999999999998,0.41065535124941077,68.0,169.67999999999998,4,0,2,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
69,60,1,48.38,23.19,0,8.8,7,60,131.57,131.57,0.5439689898913127,61.60000000000001,131.57,2,6,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
62,60,2,70.9,16.06,0,9.3,10,120,206.96,103.48,0.42017781213761113,93.0,206.96,4,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
38,60,2,42.33,11.98,1,6.3,10,120,174.30999999999997,87.15499999999999,0.3115713384200563,63.0,174.30999999999997,4,0,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
61,100,3,119.72,4.22,1,8.3,9,300,423.94000000000005,141.31333333333336,0.29235269141859693,74.7,423.94000000000005,3,5,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
45,200,1,44.18,7.67,0,6.5,10,200,251.85,251.85,0.2058765137978956,65.0,251.85,3,0,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
46,100,1,24.75,26.13,1,7.1,10,100,150.88,150.88,0.33722163308589603,71.0,150.88,6,0,2,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
50,60,1,7.03,21.54,0,8.6,7,60,88.57,88.57,0.3225697188664334,60.199999999999996,88.57,3,2,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
31,60,3,178.46,13.98,0,8.2,9,180,372.44000000000005,124.14666666666669,0.5167006766190526,73.8,372.44000000000005,1,4,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
69,150,4,96.09,8.37,1,7.9,10,600,704.46,176.115,0.14828379184055873,79.0,704.46,4,3,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
40,150,4,36.16,17.01,1,7.3,9,600,653.17,163.2925,0.08140300381217754,65.7,653.17,7,1,3,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
51,60,2,2.05,28.88,1,10.0,6,120,150.93,75.465,0.204929437487577,60.0,150.93,8,5,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
29,100,4,52.24,33.94,1,8.8,10,400,486.18,121.545,0.17725945123205397,88.0,486.18,2,1,1,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False
29,100,4,73.47,15.04,0,8.9,9,400,488.51000000000005,122.12750000000001,0.18118359910749007,80.10000000000001,488.51000000000005,5,2,2,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
60,60,1,96.17,35.24,1,10.0,9,60,191.41000000000003,191.41000000000003,0.6865367535656444,90.0,191.41000000000003,3,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
63,60,3,61.77,9.4,1,8.4,9,180,251.17000000000002,83.72333333333334,0.28335390373054103,75.60000000000001,251.17000000000002,1,4,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
36,60,2,215.44,4.44,1,8.8,10,120,339.88,169.94,0.6469342120748499,88.0,339.88,2,0,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
45,60,1,54.4,38.61,0,5.2,8,60,153.01,153.01,0.6078687667472714,41.6,153.01,6,6,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
26,150,1,54.76,10.64,0,9.2,8,150,215.39999999999998,215.39999999999998,0.3036211699164346,73.6,215.39999999999998,3,3,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
23,150,1,76.11,9.64,0,10.0,10,150,235.75,235.75,0.3637327677624602,100.0,235.75,2,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
60,100,1,25.14,9.8,0,8.1,9,100,134.94,134.94,0.25892989476804507,72.89999999999999,134.94,3,2,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
39,200,3,48.16,17.11,0,7.4,8,600,665.27,221.75666666666666,0.09811054158461978,59.2,665.27,1,3,1,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
34,100,4,56.5,10.14,0,7.2,8,400,466.64,116.66,0.14280816046631237,57.6,466.64,2,1,1,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
20,100,1,51.72,27.57,0,8.0,7,100,179.29,179.29,0.4422444085001952,56.0,179.29,2,0,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
65,60,2,38.96,28.15,0,10.0,7,120,187.11,93.555,0.358666025332692,70.0,187.11,3,3,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
51,100,1,13.14,32.88,0,7.9,10,100,146.02,146.02,0.3151623065333516,79.0,146.02,9,3,3,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
55,100,4,45.1,28.92,0,5.3,9,400,474.02000000000004,118.50500000000001,0.15615374878697103,47.699999999999996,474.02000000000004,4,1,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
37,60,3,26.24,17.7,1,8.0,7,180,223.94,74.64666666666666,0.19621327141198536,56.0,223.94,2,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
66,100,2,51.89,7.78,1,7.4,10,200,259.66999999999996,129.83499999999998,0.22979165864366316,74.0,259.66999999999996,2,0,1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
63,100,2,49.56,15.06,0,6.9,8,200,264.62,132.31,0.24419922908321368,55.2,264.62,3,0,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
37,200,4,109.89,11.33,0,8.5,9,800,921.22,230.305,0.13158637459021733,76.5,921.22,8,2,3,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
36,100,1,36.55,13.17,0,3.9,7,100,149.72,149.72,0.33208656158161903,27.3,149.72,5,0,2,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
40,200,3,18.37,3.77,1,7.0,10,600,622.14,207.38,0.03558684540457132,70.0,622.14,4,1,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
26,150,2,27.35,23.93,0,6.5,7,300,351.28000000000003,175.64000000000001,0.14598041448417215,45.5,351.28000000000003,8,4,3,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
18,150,2,85.67,17.64,0,7.8,10,300,403.31,201.655,0.256155314770276,78.0,403.31,7,0,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
45,100,4,44.99,16.32,0,5.8,10,400,461.31,115.3275,0.13290412087316555,58.0,461.31,9,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
63,60,4,18.48,23.81,1,6.8,8,240,282.29,70.5725,0.14981047858585142,54.4,282.29,3,2,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
44,200,4,44.95,26.32,0,10.0,6,800,871.2700000000001,217.81750000000002,0.08180013084348135,60.0,871.2700000000001,6,1,2,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
47,150,3,74.75,14.32,0,7.2,9,450,539.07,179.69000000000003,0.16522900550948855,64.8,539.07,6,0,2,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
37,150,2,47.0,37.41,1,10.0,6,300,384.40999999999997,192.20499999999998,0.21958325745948337,60.0,384.40999999999997,8,0,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
29,60,4,47.91,39.33,0,7.0,8,240,327.23999999999995,81.80999999999999,0.2665933259992666,56.0,327.23999999999995,1,4,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
47,60,3,29.07,26.94,0,6.5,9,180,236.01,78.67,0.2373204525231982,58.5,236.01,2,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
54,100,4,36.43,17.58,0,10.0,8,400,454.01,113.5025,0.11896213739785468,80.0,454.01,5,6,2,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
32,100,2,56.27,19.32,0,7.9,8,200,275.59,137.795,0.27428426285424,63.2,275.59,2,2,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19,60,4,52.38,6.61,1,6.8,8,240,298.99,74.7475,0.1972975684805512,54.4,298.99,5,4,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,60,2,96.51,4.03,0,6.4,9,120,220.54,110.27,0.4558810193162239,57.6,220.54,7,5,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
36,60,4,203.14,7.42,0,8.1,8,240,450.56,112.64,0.4673295454545454,64.8,450.56,4,1,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
41,60,4,29.21,9.45,0,7.3,9,240,278.65999999999997,69.66499999999999,0.13873537644441256,65.7,278.65999999999997,8,6,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
54,100,3,49.96,12.23,0,7.9,10,300,362.19,120.73,0.17170545846102875,79.0,362.19,2,5,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
19,60,1,28.43,28.39,0,6.8,7,60,116.82000000000001,116.82000000000001,0.48638931689779147,47.6,116.82000000000001,2,6,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
47,100,3,39.1,12.33,0,7.1,7,300,351.43,117.14333333333333,0.14634493355718065,49.699999999999996,351.43,8,1,3,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
59,60,3,9.42,1.95,0,7.8,10,180,191.36999999999998,63.78999999999999,0.05941370120708575,78.0,191.36999999999998,6,3,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
56,150,4,25.08,4.47,0,7.8,6,600,629.5500000000001,157.38750000000002,0.0469382892542292,46.8,629.5500000000001,8,4,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
52,150,2,13.59,9.6,0,9.1,8,300,323.19,161.595,0.07175345771837,72.8,323.19,8,5,3,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
38,100,4,25.83,17.84,0,8.4,10,400,443.66999999999996,110.91749999999999,0.09842901255437601,84.0,443.66999999999996,5,3,2,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
37,60,4,73.05,8.96,0,7.9,8,240,322.01,80.5025,0.2546815316294525,63.2,322.01,5,1,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
68,200,1,43.77,12.2,0,7.2,5,200,255.97,255.97,0.2186584365355315,36.0,255.97,6,6,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
42,150,3,62.82,55.83,1,7.4,9,450,568.6500000000001,189.55000000000004,0.20865207069374833,66.60000000000001,568.6500000000001,1,6,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
40,100,3,65.03,14.6,1,10.0,10,300,379.63,126.54333333333334,0.20975686852988434,100.0,379.63,5,0,2,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
37,100,1,57.37,28.15,0,5.2,10,100,185.52,185.52,0.4609745579991375,52.0,185.52,1,2,1,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
36,200,1,229.39,22.68,1,8.1,9,200,452.07,452.07,0.5575906386179131,72.89999999999999,452.07,7,6,3,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
46,200,2,68.1,18.45,1,6.8,9,400,486.55,243.275,0.1778851094440448,61.199999999999996,486.55,5,3,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
60,100,4,66.5,11.28,1,8.2,7,400,477.78,119.445,0.1627945916530621,57.39999999999999,477.78,8,4,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
49,200,4,4.28,3.28,0,9.7,9,800,807.56,201.89,0.00936153350834613,87.3,807.56,2,6,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
20,60,3,53.52,12.47,0,8.8,10,180,245.99,81.99666666666667,0.2682629375177853,88.0,245.99,5,5,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
50,60,2,81.34,20.07,0,6.7,6,120,221.41,110.705,0.4580190596630685,40.2,221.41,4,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
45,100,2,69.32,20.71,0,7.2,9,200,290.03,145.015,0.3104161638451195,64.8,290.03,2,6,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
43,150,4,40.21,13.38,0,6.6,10,600,653.59,163.3975,0.08199329855107942,66.0,653.59,3,4,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
65,100,3,25.78,14.58,1,9.7,8,300,340.35999999999996,113.45333333333332,0.11858032671289225,77.6,340.35999999999996,6,0,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
36,100,2,48.63,23.13,1,7.5,6,200,271.76,135.88,0.2640565204592288,45.0,271.76,8,6,3,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
23,150,4,79.03,22.06,1,7.3,9,600,701.0899999999999,175.27249999999998,0.14418976165684863,65.7,701.0899999999999,8,3,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
33,60,4,54.65,12.54,0,9.6,9,240,307.19,76.7975,0.2187245678570266,86.39999999999999,307.19,6,4,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
32,100,2,47.45,12.85,0,8.8,10,200,260.3,130.15,0.23165578179024204,88.0,260.3,3,2,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
43,60,4,15.64,28.56,0,7.0,8,240,284.2,71.05,0.15552427867698806,56.0,284.2,8,2,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
66,150,1,20.41,7.37,0,5.0,8,150,177.78,177.78,0.15626054674316572,40.0,177.78,6,6,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
41,150,1,82.45,2.12,0,8.7,7,150,234.57,234.57,0.36053203734492906,60.89999999999999,234.57,8,4,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
23,150,4,13.11,27.24,0,10.0,9,600,640.35,160.0875,0.06301241508550011,90.0,640.35,6,6,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
24,100,4,118.49,47.2,0,7.0,6,400,565.69,141.4225,0.29289893758065366,42.0,565.69,5,2,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
53,100,1,18.76,19.24,0,9.4,7,100,138.0,138.0,0.2753623188405797,65.8,138.0,5,4,2,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
45,150,4,36.83,10.19,0,10.0,9,600,647.0200000000001,161.75500000000002,0.07267163302525423,90.0,647.0200000000001,2,5,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
66,150,2,58.25,17.72,0,8.8,7,300,375.97,187.985,0.20206399446764367,61.60000000000001,375.97,6,4,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
33,200,3,31.32,32.74,0,9.2,9,600,664.0600000000001,221.35333333333335,0.09646718669999699,82.8,664.0600000000001,2,5,1,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
34,150,4,36.13,10.85,1,9.7,10,600,646.98,161.745,0.07261430028748957,97.0,646.98,7,1,3,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
58,150,4,59.43,8.62,1,8.4,7,600,668.05,167.0125,0.10186363296160467,58.800000000000004,668.05,3,5,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
